msname,metric,n,rel_range,r2,slope
01371e5f86d70126847cbc48d88fc5b9301b38e2fea1a7e7eecf278ebf6d7484,cpu,300,0.39434224367141724,0.8409225170625387,3.5775484507195166e-06
01371e5f86d70126847cbc48d88fc5b9301b38e2fea1a7e7eecf278ebf6d7484,mem,300,0.39434224367141724,0.6560063225762434,-1.0423098624407398e-06
0140a96e5b13c34274963da7712bb464f77bb4f5b34a5a0024665db0d0f5b320,cpu,300,2.459437608718872,0.4848542771972827,0.00035433705452329894
0140a96e5b13c34274963da7712bb464f77bb4f5b34a5a0024665db0d0f5b320,mem,300,2.459437608718872,0.5035033961143169,-5.598925262981682e-05
016bc7543c292283120ae3c486ce7fa68b72cde59f13a289f1649fbdcb18ae81,cpu,300,0.38902977108955383,0.07263284534721948,7.158112626918641e-05
016bc7543c292283120ae3c486ce7fa68b72cde59f13a289f1649fbdcb18ae81,mem,300,0.38902977108955383,0.24455796291634202,-2.009796756744816e-05
01b68874430d73c15b5f85ef48e66adea74c2011f413fb8dfe09db48df0b161d,cpu,300,0.6068930625915527,0.6571518990697918,7.222997516209691e-06
01b68874430d73c15b5f85ef48e66adea74c2011f413fb8dfe09db48df0b161d,mem,300,0.6068930625915527,0.605953825331139,-3.956049903594511e-06
01d038a67b9e608f3c564c042c9b3a2f5c89db1cc42a96554c1780b1cac8f89a,cpu,300,1.1384419202804565,0.7621648486634248,9.776097116837113e-05
01d038a67b9e608f3c564c042c9b3a2f5c89db1cc42a96554c1780b1cac8f89a,mem,300,1.1384419202804565,0.0005097498589237137,-5.6070390399999455e-08
01e340032d3e7dd557cc4e32b2c96229b4aed804b6587d20d432943b37c8e413,cpu,300,2.447802782058716,0.13304637208730496,0.0009989879228638702
01e340032d3e7dd557cc4e32b2c96229b4aed804b6587d20d432943b37c8e413,mem,300,2.447802782058716,0.012189793434464802,-0.00010383349801502197
01eb87b87ef0c44a11a9c533f1760ddfcca66176faed6eefd1c376da415830ab,cpu,300,0.8119938969612122,0.023898330076800867,2.727604456383155e-05
01eb87b87ef0c44a11a9c533f1760ddfcca66176faed6eefd1c376da415830ab,mem,300,0.8119938969612122,0.0021071729400118366,2.0066064761938733e-06
0212603c01b6e87062be10fda8c4ca637727232239b98afb2b2938fa79af4c0e,cpu,298,15.964435577392578,0.11984126766978831,7.926718277382892e-05
0212603c01b6e87062be10fda8c4ca637727232239b98afb2b2938fa79af4c0e,mem,298,15.964435577392578,0.0030579954397541576,1.1853343194185388e-05
023dafdeedb078b247b2ea04a8cf38b1c3c6f74cb808fd25fd4f842adf729c19,cpu,298,1.1614923477172852,0.8144982929470019,7.555275216783843e-05
023dafdeedb078b247b2ea04a8cf38b1c3c6f74cb808fd25fd4f842adf729c19,mem,298,1.1614923477172852,0.0014655801707470495,-2.973445046613316e-07
02545c66e4076c131871a78595f99a345496d9b29be80a35e5f3e3f60696fe6a,cpu,300,1.8272696733474731,0.6313265021075144,8.197197472444086e-07
02545c66e4076c131871a78595f99a345496d9b29be80a35e5f3e3f60696fe6a,mem,300,1.8272696733474731,0.002360714524910046,1.6265717542624272e-09
0256834e9798553669d1949d1355cf05359e90ae4c100a653b82c5319b6a185a,cpu,300,0.34433430433273315,0.0008801397952120649,1.7339379600015088e-05
0256834e9798553669d1949d1355cf05359e90ae4c100a653b82c5319b6a185a,mem,300,0.34433430433273315,0.0067148906906098205,9.179491333473349e-06
0289b9eb4e99a3ee736f1a95aa794231a181ef4ea301f165180e30efdd4c5133,cpu,300,2.2098522186279297,0.1761255914447114,5.703934165559793e-06
0289b9eb4e99a3ee736f1a95aa794231a181ef4ea301f165180e30efdd4c5133,mem,300,2.2098522186279297,0.010465778138917692,-4.8211801337556865e-08
02b687d8b09f6903892c2d15ea8e4a84e0210896c85378be3f498d647db8e37e,cpu,300,1.7151793241500854,0.5270770680876822,6.402430453021066e-05
02b687d8b09f6903892c2d15ea8e4a84e0210896c85378be3f498d647db8e37e,mem,300,1.7151793241500854,0.00609248285027697,1.4354382192751346e-06
02bb03429fd7f79d5d8acb3b7f3f82e0f0ce949cc8f812638c90470c7ff957f4,cpu,300,0.5358551144599915,0.2432036266775418,1.4242832996750507e-06
02bb03429fd7f79d5d8acb3b7f3f82e0f0ce949cc8f812638c90470c7ff957f4,mem,300,0.5358551144599915,0.0031547376756483336,-6.040219521279097e-08
0300b20b04044f3ec61454ee3fd2abb42b88de4683247abb726d8d7a36c822b2,cpu,300,1.2799732685089111,0.041407383905099016,-5.515149900419763e-05
0300b20b04044f3ec61454ee3fd2abb42b88de4683247abb726d8d7a36c822b2,mem,300,1.2799732685089111,0.23456399464162603,-3.0447729588581022e-05
03ae6f4a2758b80e2bf90e9c48241d63d28ce3816bad9382e97f570d625c4675,cpu,300,1.2883812189102173,0.5083045368158585,3.0395080139777555e-05
03ae6f4a2758b80e2bf90e9c48241d63d28ce3816bad9382e97f570d625c4675,mem,300,1.2883812189102173,0.0014102526028225704,1.6194590499271626e-06
03b75e4d34185dbf3b36f82c4fd25793fa20ae98cba52061be3cfaae571b4359,cpu,300,11.279065132141113,0.15964923475737636,7.516260108969316e-06
03b75e4d34185dbf3b36f82c4fd25793fa20ae98cba52061be3cfaae571b4359,mem,300,11.279065132141113,0.04912995194887704,-6.468180360557177e-07
03f298228f0b9ef1cc4cab478663774027a9dc6d767635a9b28408c44e0f7ffc,cpu,300,2.519589424133301,0.2714864803091719,7.3737434898047295e-06
03f298228f0b9ef1cc4cab478663774027a9dc6d767635a9b28408c44e0f7ffc,mem,300,2.519589424133301,0.0011554282015865391,-4.469425925235381e-08
0401c52911cd4cda20d4038c0f127028fc94afaae5ee74bd279feaac94a265b4,cpu,300,0.37539270520210266,0.6361576267958763,4.400001169368093e-05
0401c52911cd4cda20d4038c0f127028fc94afaae5ee74bd279feaac94a265b4,mem,300,0.37539270520210266,2.8030826769720463e-06,1.8245271452537192e-07
040836bc1a90963d108393c97c5010e9a597aecf4bbf8653383ee557b2c84105,cpu,300,0.9098863005638123,0.012645467429841517,-1.326029300099052e-06
040836bc1a90963d108393c97c5010e9a597aecf4bbf8653383ee557b2c84105,mem,300,0.9098863005638123,0.8991617024855941,-3.979152231285883e-06
04629083dca233713ffc43c844ebeddc780373190c10faab09c1dc11b279e052,cpu,300,0.5995797514915466,0.5833661594116417,9.966844800976594e-06
04629083dca233713ffc43c844ebeddc780373190c10faab09c1dc11b279e052,mem,300,0.5995797514915466,0.09148845410480233,1.663431171464763e-06
053aaa31e89b1dbcdc31e2aa0d2aeec872f145550b683a61c91d6f3891cecd62,cpu,300,0.6577554941177368,0.13064641603618599,4.494615708997664e-05
053aaa31e89b1dbcdc31e2aa0d2aeec872f145550b683a61c91d6f3891cecd62,mem,300,0.6577554941177368,0.00027920739491205104,8.476754066738524e-07
0575a4af05212ac6e37498630d399ce869076ea3817e1f3c380b62e668ed11c8,cpu,300,0.2595890164375305,0.0019484275822588826,-1.1150572061847779e-05
0575a4af05212ac6e37498630d399ce869076ea3817e1f3c380b62e668ed11c8,mem,300,0.2595890164375305,0.004390707102310709,-2.7125321312654805e-06
05926ffecaf1a4009cadb46076cb2eb9c8ab46cbc19da968916ea4c591de0149,cpu,300,1.57978093624115,0.9974186328259164,9.90328841979571e-06
05926ffecaf1a4009cadb46076cb2eb9c8ab46cbc19da968916ea4c591de0149,mem,300,1.57978093624115,0.36749950109822127,1.1574608849941478e-07
059bad8b12f21ff1a29108baa053f899f64ab9dbd18382d7239f94660b1138be,cpu,300,1.6350668668746948,0.7619988750793469,7.340324685145264e-06
059bad8b12f21ff1a29108baa053f899f64ab9dbd18382d7239f94660b1138be,mem,300,1.6350668668746948,0.012166451495627673,-3.448351069720787e-08
059fa6935b78f577960a9a6842e232dc8b01f2ff56a976408b23d193309118ab,cpu,300,0.4579901099205017,0.8422169813061902,7.276416056605661e-06
059fa6935b78f577960a9a6842e232dc8b01f2ff56a976408b23d193309118ab,mem,300,0.4579901099205017,0.06541215675973744,4.490385442444042e-08
05b41ed6330cc889fce974086f1da6311fdc23396a1531a9dda4b69e41a23333,cpu,300,1.2236523628234863,0.9125532320157774,1.1617584894970121e-05
05b41ed6330cc889fce974086f1da6311fdc23396a1531a9dda4b69e41a23333,mem,300,1.2236523628234863,0.47096776787268824,-8.253742748468859e-08
05d588a53ad6c0bb777d658f3e0a8cf6f1363ef604f75c00b80a36d8f94c754e,cpu,300,0.4531070291996002,0.8737764561951598,1.2184666491257692e-05
05d588a53ad6c0bb777d658f3e0a8cf6f1363ef604f75c00b80a36d8f94c754e,mem,300,0.4531070291996002,0.6090505380043211,3.5648051383699026e-06
066074009100226bff110f3dbc90e2bf005c2a41c6c2ce7ad4c4c1af8aba057a,cpu,300,1.0407313108444214,0.48613494847584315,1.4323497615080184e-06
066074009100226bff110f3dbc90e2bf005c2a41c6c2ce7ad4c4c1af8aba057a,mem,300,1.0407313108444214,0.04605189228136031,8.031684789952252e-08
0674d4c8b48f44a836019adff9dffe0cce2ee6e7b93ee04894a89b029fc1f9d1,cpu,300,0.5768776535987854,0.09873451077379247,1.8932448427094159e-06
0674d4c8b48f44a836019adff9dffe0cce2ee6e7b93ee04894a89b029fc1f9d1,mem,300,0.5768776535987854,0.0012179633694552328,-5.044665730925257e-08
0696938ae3212896c34626b3816d92ca5b0bed0cfda981adc7710d5dae189b6e,cpu,300,0.3522580862045288,0.8487849141037211,6.516972779742555e-07
0696938ae3212896c34626b3816d92ca5b0bed0cfda981adc7710d5dae189b6e,mem,300,0.3522580862045288,0.588714733392226,7.070726279428717e-09
071516f1585a56a867d574810a0848cdcf7810690cb92e6b83e84c022f09dbc9,cpu,300,4.333816051483154,3.276046652311848e-05,3.69322740882204e-07
071516f1585a56a867d574810a0848cdcf7810690cb92e6b83e84c022f09dbc9,mem,300,4.333816051483154,0.020240641036576967,-1.7056944376598525e-06
0754c211dd9fb69fcda626915a5224ec20406cfdad237892e58c79f55f33a772,cpu,300,0.7358975410461426,0.21865819268354503,5.87845943199551e-06
0754c211dd9fb69fcda626915a5224ec20406cfdad237892e58c79f55f33a772,mem,300,0.7358975410461426,0.008699750701123277,2.8275027449878192e-08
07894ac314bd3af614bdf486314d7b3d8c66b16e7d6b259149365bb982df1a98,cpu,300,0.5779969692230225,0.47045672720826914,5.460472163618451e-05
07894ac314bd3af614bdf486314d7b3d8c66b16e7d6b259149365bb982df1a98,mem,300,0.5779969692230225,0.020780964418546266,6.40950680415945e-07
07ddb3a13f245524c8b69163b6c141aafac7539b48adbda37e8be92922679dda,cpu,300,0.2592874765396118,0.8391392266850977,5.624920744605254e-06
07ddb3a13f245524c8b69163b6c141aafac7539b48adbda37e8be92922679dda,mem,300,0.2592874765396118,0.05987981514240559,3.399014441229586e-07
07ec262fa74a9698e8bd99b84412ad841f49eeeb5216ef40a040bdcf28a39f6d,cpu,300,2.1049118041992188,0.4507568497707817,1.1079456387766055e-05
07ec262fa74a9698e8bd99b84412ad841f49eeeb5216ef40a040bdcf28a39f6d,mem,300,2.1049118041992188,0.10588168152056399,-3.6092313981765516e-06
07f5007820a41b73d26e1a2baabb4fae15c5f9ea40f0a439378192e72e367261,cpu,300,0.4424552023410797,0.7725915671238153,0.0002894188957563081
07f5007820a41b73d26e1a2baabb4fae15c5f9ea40f0a439378192e72e367261,mem,300,0.4424552023410797,0.16142833151942726,-1.8459382648840555e-05
07fcb31cc3eb5bf0d258e8293fed29ecf10d6d9265a93444c32f4872f4f591a4,cpu,300,0.9419009685516357,0.8087737833071198,1.6936317029828793e-05
07fcb31cc3eb5bf0d258e8293fed29ecf10d6d9265a93444c32f4872f4f591a4,mem,300,0.9419009685516357,0.011272209452384607,-1.1459286267843044e-06
0801d3a1f4d2b1ca3e6a48a15c4acda1e2934a54d4c0262918c0e0d69bfbd895,cpu,300,1.3521463871002197,0.46422112968130047,4.024196672947879e-05
0801d3a1f4d2b1ca3e6a48a15c4acda1e2934a54d4c0262918c0e0d69bfbd895,mem,300,1.3521463871002197,0.0011045546905541492,-4.867018580007668e-06
087fa9b1c3faf321ff7f6c1797f1112c635624eda098a60cf86dc557988edf7f,cpu,300,2.8503832817077637,0.0003375026632664868,-6.810203209307823e-07
087fa9b1c3faf321ff7f6c1797f1112c635624eda098a60cf86dc557988edf7f,mem,300,2.8503832817077637,0.00467354183961477,-7.444996998698749e-07
089983f42a310dce1d956ff7d70959202eefdfc63e514e1caf6b17eedef8002f,cpu,300,0.22917456924915314,0.16012177036654374,7.64910392667432e-06
089983f42a310dce1d956ff7d70959202eefdfc63e514e1caf6b17eedef8002f,mem,300,0.22917456924915314,0.1085707967860492,-7.806362774417137e-07
089d3cd7541eda1182fbea5635e6c6309aae45db7eae2467910c991545b5ccf5,cpu,300,0.4479469358921051,0.06942072683231859,-9.616756903857855e-05
089d3cd7541eda1182fbea5635e6c6309aae45db7eae2467910c991545b5ccf5,mem,300,0.4479469358921051,0.0002656690074529511,1.2622164981303942e-07
0993061afc84936e8e92508c7a754eb34c86c47042c802d68f06e25627c3fd53,cpu,300,0.2184523046016693,0.1671423326259217,9.396989992694238e-07
0993061afc84936e8e92508c7a754eb34c86c47042c802d68f06e25627c3fd53,mem,300,0.2184523046016693,0.049847573286372016,1.1047504543352281e-07
09b4f1062ad1fae9a73b6bf0031638e844d6735a91ca73bd7ddcf8af088d2bdf,cpu,300,0.43447360396385193,0.5123950851084172,5.3492615583744405e-06
09b4f1062ad1fae9a73b6bf0031638e844d6735a91ca73bd7ddcf8af088d2bdf,mem,300,0.43447360396385193,0.3255280794954426,-1.5387565197752705e-07
09fd7ac98745762ca7e7af5e53495ca8c0f2030c96b8f9a56815d584e9877250,cpu,300,7.48737907409668,0.0018553466328031787,1.6842438332113449e-06
09fd7ac98745762ca7e7af5e53495ca8c0f2030c96b8f9a56815d584e9877250,mem,300,7.48737907409668,0.005304637899249509,5.086357263497062e-07
0a779ec383d5ebac3aa5bd8d5a0a9ecf5a9e2ad1220d1e958348c36e2bbeb6de,cpu,300,4.227840900421143,0.6578339402182224,4.100335576278344e-05
0a779ec383d5ebac3aa5bd8d5a0a9ecf5a9e2ad1220d1e958348c36e2bbeb6de,mem,300,4.227840900421143,0.0077693235403989425,-2.024491616059324e-06
0b2c3f117d62b7f9a1b01dc14476974c13ba94b2f76c06a21184a0b2c6bfe9ea,cpu,300,1.0909703969955444,0.6651220110522518,8.36649241093972e-05
0b2c3f117d62b7f9a1b01dc14476974c13ba94b2f76c06a21184a0b2c6bfe9ea,mem,300,1.0909703969955444,0.16485997351870119,-7.107266160041934e-06
0b4c779724274d9c91ba676bcc63d956325b023494e0c0feadf31330897fafa4,cpu,300,0.17069722712039948,0.007809572823274102,3.772618342216639e-05
0b4c779724274d9c91ba676bcc63d956325b023494e0c0feadf31330897fafa4,mem,300,0.17069722712039948,0.016936306474363505,2.608672912513951e-06
0b5a8b80b33d99d2bd4a901656106a7e57ad11a985dc5fac626cad1f57da3cfd,cpu,300,6.661091327667236,0.0403614049499339,1.8935853354260384e-05
0b5a8b80b33d99d2bd4a901656106a7e57ad11a985dc5fac626cad1f57da3cfd,mem,300,6.661091327667236,0.06768005112029196,2.2316974110661e-06
0b9bde864685d142c1f52dcb9cacce873d08abd28d65aa97833af161a16b2d40,cpu,300,104.81988525390625,1.1996332107355734e-05,2.368365323083583e-08
0b9bde864685d142c1f52dcb9cacce873d08abd28d65aa97833af161a16b2d40,mem,300,104.81988525390625,0.005117628681297948,1.476241655596274e-07
0bc6127485b79b8de971de140128d1976cfe474549377e8bafa73ff040d4458f,cpu,300,3.556668519973755,0.012413058997343462,0.001785020689243382
0bc6127485b79b8de971de140128d1976cfe474549377e8bafa73ff040d4458f,mem,300,3.556668519973755,0.00024293020102084117,-2.9152879033760825e-05
0bd3a7d31137ae8826cf9854abf04303d03ce67764caaceaf7c18da1237e958f,cpu,300,0.8312411308288574,0.0250476190577813,0.00036335364501190046
0bd3a7d31137ae8826cf9854abf04303d03ce67764caaceaf7c18da1237e958f,mem,300,0.8312411308288574,0.0064734901582507165,5.380812759822039e-05
0bfbde3971e54e8e006fbc766d25592173351ebed8337b39532804f6ec972228,cpu,265,16.33456039428711,0.07455775537178788,8.75888100603263e-05
0bfbde3971e54e8e006fbc766d25592173351ebed8337b39532804f6ec972228,mem,265,16.33456039428711,2.8215851345603227e-05,-9.218775156491166e-07
0c54162ca23253f04d225f101a03580d9621f0da53b08982e2e570f8c1a698c7,cpu,300,1.2338979244232178,0.8800431488335276,2.004345379405359e-05
0c54162ca23253f04d225f101a03580d9621f0da53b08982e2e570f8c1a698c7,mem,300,1.2338979244232178,0.0010545295587548464,-1.902790289659428e-08
0c702154f89043670361b98a1a4fae4d6740baf5bef5273db56faf1e837eae51,cpu,300,0.8705672025680542,0.6992394080429034,8.073527706116945e-05
0c702154f89043670361b98a1a4fae4d6740baf5bef5273db56faf1e837eae51,mem,300,0.8705672025680542,0.41902198756706066,3.330645552741736e-05
0c817bdb8c1aca7d31e5f41ae34963acee3341359717d245b318ea1940656cee,cpu,300,0.5386770367622375,0.5979584668097315,8.342229196148128e-05
0c817bdb8c1aca7d31e5f41ae34963acee3341359717d245b318ea1940656cee,mem,300,0.5386770367622375,0.5016645389793606,-5.998844142599507e-05
0cd6c0593fb01c9b067a6cc7a5955b1314627310bbe84fba749824a652690dae,cpu,300,1.0321907997131348,0.663928741988846,9.873678481271774e-06
0cd6c0593fb01c9b067a6cc7a5955b1314627310bbe84fba749824a652690dae,mem,300,1.0321907997131348,0.003929222158601475,-2.078990691281298e-08
0d4945ea8f3de48dc093d33595a6faca330172fd8667edb4028afdfce6ce64d9,cpu,300,1.547196865081787,0.46754495584942046,4.334106133432309e-06
0d4945ea8f3de48dc093d33595a6faca330172fd8667edb4028afdfce6ce64d9,mem,300,1.547196865081787,0.07984929026031962,-1.1872012085925035e-08
0d4dad186b444d67ea772fc08570399f250a8d546dc42377f3251c31133df94f,cpu,300,0.3535343110561371,0.8048571963346414,6.839540415635384e-06
0d4dad186b444d67ea772fc08570399f250a8d546dc42377f3251c31133df94f,mem,300,0.3535343110561371,0.011948098876165547,-1.2918426037486085e-07
0d834beba445090babbd91431a5b103fb8237a6bbeb0efc3c804a8c7501856b4,cpu,300,0.3523580729961395,0.7712257878123484,7.630254363135331e-05
0d834beba445090babbd91431a5b103fb8237a6bbeb0efc3c804a8c7501856b4,mem,300,0.3523580729961395,0.04583087370149763,-3.674391383197408e-07
0d9e84da37ba309dbcffcf609e01ecdab34a8a782a0c4f10707a0bcce809458c,cpu,300,1.4418524503707886,0.027363324456916804,1.2599106045134953e-05
0d9e84da37ba309dbcffcf609e01ecdab34a8a782a0c4f10707a0bcce809458c,mem,300,1.4418524503707886,0.0027329180756978655,2.9232433765702497e-06
0de8f676794230e10fc3e48d5538cf4067a88a8eee82f2f5a91482a5ce48257b,cpu,300,2.8223493099212646,0.0005492823896681154,-8.507196886349783e-07
0de8f676794230e10fc3e48d5538cf4067a88a8eee82f2f5a91482a5ce48257b,mem,300,2.8223493099212646,0.0005659601052907526,2.7850423030926253e-07
0e0edbdb4ae620e5f28e21560e43732924ca5b47399799abcfffa5560fb888ed,cpu,300,1.0840637683868408,0.8349418586533564,0.00012349636549378363
0e0edbdb4ae620e5f28e21560e43732924ca5b47399799abcfffa5560fb888ed,mem,300,1.0840637683868408,0.0008334619491624506,-7.21480225087907e-07
0e1f021c1406813fadb553c759a5732d1a40c031ff54ddcb68528b053c728a13,cpu,300,0.5641232132911682,0.5263956244996983,1.8116146122843932e-06
0e1f021c1406813fadb553c759a5732d1a40c031ff54ddcb68528b053c728a13,mem,300,0.5641232132911682,0.29685418260825946,3.960950136491461e-08
0e337f047a062e592acb1be850542d2ac66829277ec311eed311f21ac96266e3,cpu,300,10.587983131408691,0.006096036427492457,3.022045062248674e-08
0e337f047a062e592acb1be850542d2ac66829277ec311eed311f21ac96266e3,mem,300,10.587983131408691,0.015326774359264328,-3.1668952401016484e-10
0e36b8ed1daf9903b6d63f30267ad58724a78dd4970a5cceda25a4a9290fbcb7,cpu,300,0.4491839110851288,0.5220743606188918,5.2421631892298404e-06
0e36b8ed1daf9903b6d63f30267ad58724a78dd4970a5cceda25a4a9290fbcb7,mem,300,0.4491839110851288,0.0699511806869233,5.136097394520413e-07
0e7277b75e7748a4df0eea5871ab610a4c7bdbace7262290b16969f972df1691,cpu,300,0.5519280433654785,0.3979911338906451,6.846596478675399e-05
0e7277b75e7748a4df0eea5871ab610a4c7bdbace7262290b16969f972df1691,mem,300,0.5519280433654785,0.0025755598776475708,7.807904066583433e-06
0e8cf9a65ff01d8cc9dbb1aaf548afe4fd954211c9c314cbde1781c199c8f368,cpu,300,1.9469194412231445,0.17695130905714884,9.698132548839447e-05
0e8cf9a65ff01d8cc9dbb1aaf548afe4fd954211c9c314cbde1781c199c8f368,mem,300,1.9469194412231445,0.011811635474464177,2.447977321326873e-06
0eb998fdaab8f9faf5f92ab71614412a242b2381f2adaa223ff06f27291ebcea,cpu,300,5.980310916900635,0.001471196660554397,2.1637991955455907e-07
0eb998fdaab8f9faf5f92ab71614412a242b2381f2adaa223ff06f27291ebcea,mem,300,5.980310916900635,0.05115014451447475,3.0542087945356516e-06
10018397f0f6aea65bcb670e7a37766ff149d6faf37eb260414f14371c6dbaef,cpu,225,3.4189581871032715,0.012962079235953272,0.0009656701066116846
10018397f0f6aea65bcb670e7a37766ff149d6faf37eb260414f14371c6dbaef,mem,225,3.4189581871032715,0.00010935656412958128,3.262744778791901e-05
100e960c5a87d42a0e24df7aa8261919af538468fd9dc8e9810fcbd457a00153,cpu,300,1.6034181118011475,0.10566044905280336,7.518672955781831e-06
100e960c5a87d42a0e24df7aa8261919af538468fd9dc8e9810fcbd457a00153,mem,300,1.6034181118011475,5.6985870902748204e-05,2.915296093806852e-07
10192d15b595fe165c7ba44b4685f286d9041e16d607c111db7dc6bcaa2dea38,cpu,300,0.4903910458087921,0.6446177789215715,6.05095971069502e-05
10192d15b595fe165c7ba44b4685f286d9041e16d607c111db7dc6bcaa2dea38,mem,300,0.4903910458087921,0.22866824080524617,5.26471952297832e-06
102b47e874550d78afd189636988c1be2ed0501850023a21dca4579fd48dbb66,cpu,299,25.884349822998047,0.0015983345335183197,-7.715180465234383e-07
102b47e874550d78afd189636988c1be2ed0501850023a21dca4579fd48dbb66,mem,299,25.884349822998047,0.0002103791153340584,-2.924940466723616e-08
103f50cb873950444c74ab1b92c007cbfe8eced210268cde0eb8c3a059e7f3bb,cpu,300,0.6485064029693604,0.5748871250039107,4.502285286486283e-06
103f50cb873950444c74ab1b92c007cbfe8eced210268cde0eb8c3a059e7f3bb,mem,300,0.6485064029693604,0.006025935449475717,-7.111391362089943e-07
106875ea53b982360288d78f72719791f7f16b0456b16ec8fe1a14b199884b08,cpu,300,0.7086575031280518,0.7925776830593014,8.440947757952128e-06
106875ea53b982360288d78f72719791f7f16b0456b16ec8fe1a14b199884b08,mem,300,0.7086575031280518,0.09915703993502967,8.107373157131244e-08
10824ba980d9f6f6acb662d9bda8928bbc854cc7e5228d3c977ecf2fe8213a84,cpu,300,3.657320737838745,0.2258977536147635,1.3427628959874363e-05
10824ba980d9f6f6acb662d9bda8928bbc854cc7e5228d3c977ecf2fe8213a84,mem,300,3.657320737838745,0.01991037767546444,-7.119435371570127e-07
109298b0af3961105937ff48abf505151a894eb8ea15befc52cd68d96c94e013,cpu,300,0.9267839789390564,0.9068572775574042,3.6310360087699434e-05
109298b0af3961105937ff48abf505151a894eb8ea15befc52cd68d96c94e013,mem,300,0.9267839789390564,0.2645073374606105,-6.520589577750038e-07
1092c8aa3fdbd7bff66d78c552f6109e04339050f7ebff024df9e73f3dfea0ac,cpu,300,3.06660795211792,0.5432699700134932,9.437941836446717e-05
1092c8aa3fdbd7bff66d78c552f6109e04339050f7ebff024df9e73f3dfea0ac,mem,300,3.06660795211792,0.1270162759298078,-1.6182105937560535e-05
115729ba90fd950bcdd252b573c9c7247e020c6d35dcf4122704ec3aaf899710,cpu,300,4.683798789978027,0.5887697382646291,0.00035737023520436475
115729ba90fd950bcdd252b573c9c7247e020c6d35dcf4122704ec3aaf899710,mem,300,4.683798789978027,0.012216465353905193,5.5685021553939444e-06
11a9f91cbf1c422d4b1cba92c4c0fa92bb961ee84d58f910d85a7e3fa5f3d693,cpu,299,4.842497825622559,0.0009139618159815788,-0.0059611672526373284
